rank,rsId,lane,exc0,abs0,base,peakPhase,scale,srcW,srcH,bakeW,bakeH,srcGridExcessPct,material,severe
893,0x06003D01,props,0.1998,3.053,15.278,0,4,128,128,512,512,0.2,0,0
894,0x060053F6,creatures,0.1996,2.563,12.841,1,4,128,128,512,512,12.85,0,0
895,0x060047FB,props,0.1995,0.874,4.381,4,4,128,64,512,256,6.77,0,0
896,0x060037B4,props,0.1995,0.635,3.182,4,4,128,128,512,512,-2.87,0,0
897,0x06005D6C,props,0.1994,2.095,10.506,0,4,128,256,512,1024,41.39,0,0
898,0x06003C8F,dungeons,0.1991,1.529,7.679,0,4,128,128,512,512,31.63,0,0
899,0x060065F3,scenery,0.1987,1.495,7.523,6,2,512,512,1024,1024,1.47,0,0
900,0x06003C75,props,0.1986,1.955,9.846,8,4,32,128,128,512,11.31,0,0
901,0x06003A7F,props,0.1984,2.259,11.387,0,4,128,64,512,256,28.77,0,0
902,0x06003DB4,dungeons,0.1979,2.378,12.016,0,4,128,128,512,512,14.78,0,0
903,0x060038A0,dungeons,0.1976,1.15,5.818,0,4,128,128,512,512,25.54,0,0
904,0x06003BD7,dungeons,0.1975,1.717,8.697,0,4,128,128,512,512,28.49,0,0
905,0x0600397F,doors,0.1974,1.443,7.311,0,4,128,128,512,512,33.27,0,0
906,0x0600439A,doors,0.197,0.653,3.314,8,4,64,128,256,512,20.61,0,0
907,0x06005426,creatures,0.197,2.494,12.659,8,4,32,128,128,512,1.82,0,0
908,0x0600403A,creatures,0.197,0.058,0.296,1,4,512,512,2048,2048,261.67,0,0
909,0x06003792,scenery,0.1963,1.4,7.131,12,4,64,64,256,256,0.38,0,0
910,0x06004579,props,0.1963,0.94,4.79,4,4,128,64,512,256,4.61,0,0
911,0x0600439E,props,0.196,0.172,0.877,0,4,64,128,256,512,42.49,0,0
912,0x06005F7B,creatures,0.1959,1.828,9.334,0,4,64,128,256,512,43.71,0,0
913,0x06004793,scenery,0.195,0.467,2.393,4,4,64,64,256,256,31.57,0,0
914,0x060065F0,creatures,0.195,3.198,16.403,9,4,256,256,1024,1024,1.41,0,0
915,0x060047D4,props,0.1945,0.94,4.832,4,4,128,64,512,256,-4.77,0,0
916,0x0600394A,scenery,0.194,0.384,1.982,0,4,64,64,256,256,1.84,0,0
917,0x060037F6,props,0.1937,0.653,3.371,12,4,128,128,512,512,9.35,0,0
918,0x06005422,creatures,0.1933,2.857,14.777,0,4,64,128,256,512,10.13,0,0
919,0x060072AB,scenery,0.1931,1.518,7.857,4,4,256,256,1024,1024,-0.46,0,0
920,0x060064F0,creatures,0.1931,1.373,7.108,8,4,128,256,512,1024,7.37,0,0
921,0x06003BC6,doors,0.193,0.521,2.698,4,4,64,128,256,512,7.1,0,0
922,0x060064DA,scenery,0.193,3.874,20.075,0,4,256,128,1024,512,4.5,0,0
923,0x06003F78,creatures,0.1926,1.028,5.339,8,4,64,64,256,256,1.2,0,0
924,0x060069E0,creatures,0.1924,0.608,3.159,0,4,256,256,1024,1024,20.15,0,0
925,0x06003951,dungeons,0.1921,0.582,3.029,1,4,128,128,512,512,43.39,0,0
926,0x06003B96,props,0.1919,1.043,5.436,0,4,64,64,256,256,49.07,0,0
927,0x060064D9,scenery,0.1915,3.575,18.668,8,4,256,256,1024,1024,2.51,0,0
928,0x06003F51,dungeons,0.1913,2.908,15.197,0,4,128,256,512,1024,25.6,0,0
929,0x0600404E,creatures,0.1913,4.403,23.018,12,4,128,128,512,512,-2.15,0,0
930,0x060037D3,scenery,0.1913,0.931,4.867,14,4,64,64,256,256,28.56,0,0
931,0x06004729,scenery,0.1906,1.824,9.572,0,4,128,128,512,512,26.66,0,0
932,0x06005A45,doors,0.1903,1.647,8.654,0,4,256,256,1024,1024,3.64,0,0
933,0x06003D84,doors,0.19,1.237,6.512,0,4,128,128,512,512,28.4,0,0
934,0x060052CB,props,0.1892,3.595,19.002,8,4,64,64,256,256,23.68,0,0
935,0x06004831,scenery,0.189,2.528,13.377,0,4,128,64,512,256,28.02,0,0
936,0x06004081,dungeons,0.1888,2.033,10.77,0,4,128,128,512,512,25.55,0,0
937,0x06006DF9,doors,0.1886,0.639,3.391,1,4,256,256,1024,1024,17.67,0,0
938,0x06003D17,dungeons,0.1884,0.542,2.876,0,4,256,256,1024,1024,41.61,0,0
939,0x06004184,scenery,0.1877,1.449,7.721,1,4,16,64,64,256,,0,0
940,0x060041D7,dungeons,0.1876,4.78,25.483,0,4,128,128,512,512,16.56,0,0
941,0x0600439B,creatures,0.1872,0.491,2.624,4,4,64,128,256,512,16.04,0,0
942,0x06003D8B,dungeons,0.1865,2.173,11.65,0,4,128,128,512,512,29.63,0,0
943,0x06005526,creatures,0.1863,0.594,3.186,8,4,128,128,512,512,3.69,0,0
944,0x06003D28,creatures,0.1862,1.963,10.546,8,4,128,128,512,512,1.06,0,0
945,0x06004111,dungeons,0.1859,2.825,15.193,0,4,128,128,512,512,27.0,0,0
946,0x06003C47,scenery,0.1852,5.689,30.719,8,4,128,128,512,512,-2.81,0,0
947,0x06003D38,scenery,0.1852,0.218,1.176,0,4,256,256,1024,1024,1.54,0,0
948,0x0600754C,scenery,0.1842,2.398,13.02,0,2,512,512,1024,1024,-0.61,0,0
949,0x060066E3,scenery,0.1831,2.755,15.044,9,4,128,256,512,1024,3.62,0,0
950,0x06005D67,props,0.1829,1.954,10.683,0,4,128,256,512,1024,37.07,0,0
951,0x060069E1,creatures,0.1824,0.548,3.004,0,4,256,256,1024,1024,24.23,0,0
952,0x06004821,dungeons,0.1816,1.66,9.14,4,4,256,256,1024,1024,4.4,0,0
953,0x06004394,props,0.1812,3.215,17.749,1,4,32,64,128,256,15.52,0,0
954,0x06005A4B,creatures,0.181,1.952,10.781,12,4,128,256,512,1024,-0.42,0,0
955,0x06005CF4,creatures,0.181,0.391,2.162,8,4,256,256,1024,1024,1.22,0,0
956,0x0600472D,props,0.1802,4.639,25.743,0,4,64,64,256,256,17.7,0,0
957,0x060037FC,scenery,0.1789,0.493,2.753,0,4,256,256,1024,1024,1.59,0,0
958,0x06003A8B,scenery,0.1781,3.571,20.049,0,4,32,64,128,256,13.74,0,0
959,0x06004556,props,0.1779,0.728,4.09,4,4,128,64,512,256,1.52,0,0
960,0x0600471D,props,0.1775,1.316,7.416,12,4,128,128,512,512,5.04,0,0
961,0x06006CF1,props,0.177,3.992,22.557,0,4,256,512,1024,2048,12.53,0,0
962,0x06006CF5,props,0.177,2.838,16.036,0,4,256,512,1024,2048,19.82,0,0
963,0x06003966,doors,0.177,0.611,3.455,4,4,64,64,256,256,-29.29,0,0
964,0x06006CD4,props,0.177,4.02,22.716,0,4,256,512,1024,2048,10.16,0,0
965,0x06005F21,scenery,0.1766,0.483,2.737,0,4,128,256,512,1024,55.97,0,0
966,0x060069F9,scenery,0.1765,3.326,18.841,0,4,256,256,1024,1024,12.04,0,0
967,0x0600397D,dungeons,0.1762,1.511,8.572,0,4,128,128,512,512,32.14,0,0
968,0x060042E5,dungeons,0.1757,0.954,5.431,13,4,256,512,1024,2048,26.63,0,0
969,0x06003D3A,scenery,0.1755,0.29,1.655,8,4,64,64,256,256,-22.97,0,0
970,0x060074D9,scenery,0.1755,0.321,1.831,2,2,512,512,1024,1024,-0.01,0,0
971,0x06003CBF,dungeons,0.1754,2.327,13.269,1,4,128,256,512,1024,20.13,0,0
972,0x0600416D,dungeons,0.1753,0.6,3.426,4,4,128,256,512,1024,2.79,0,0
973,0x0600474F,dungeons,0.1753,0.944,5.384,0,4,128,128,512,512,41.28,0,0
974,0x06003AED,dungeons,0.1751,0.892,5.093,0,4,128,128,512,512,40.83,0,0
975,0x06005DAD,props,0.1745,1.082,6.203,0,4,64,64,256,256,65.48,0,0
976,0x060047E6,props,0.1741,0.734,4.216,13,4,128,64,512,256,1.72,0,0
977,0x06003D78,dungeons,0.174,1.488,8.551,0,4,128,128,512,512,25.71,0,0
978,0x06003A6D,creatures,0.173,1.867,10.792,12,4,128,128,512,512,5.19,0,0
979,0x06003D19,dungeons,0.1726,1.136,6.583,0,4,128,256,512,1024,35.76,0,0
980,0x060064A5,dungeons,0.1724,0.418,2.427,13,4,128,256,512,1024,20.45,0,0
981,0x06005D6B,props,0.1724,1.744,10.117,0,4,128,256,512,1024,44.54,0,0
982,0x0600406D,creatures,0.1722,3.194,18.546,0,4,32,32,128,128,21.49,0,0
983,0x06003870,scenery,0.172,1.684,9.791,0,4,256,256,1024,1024,5.55,0,0
984,0x06005D64,props,0.172,2.253,13.101,0,4,128,256,512,1024,43.45,0,0
985,0x060066E5,scenery,0.1719,3.69,21.463,5,4,32,64,128,256,-7.9,0,0
986,0x06006C5D,props,0.1719,0.929,5.402,0,4,256,128,1024,512,19.66,0,0
987,0x06005D65,props,0.1715,2.109,12.3,0,4,128,256,512,1024,36.85,0,0
988,0x06006D5A,props,0.1711,0.866,5.064,0,4,256,128,1024,512,18.73,0,0
989,0x060050E2,doors,0.171,0.204,1.195,8,4,128,64,512,256,6.25,0,0
990,0x0600480D,creatures,0.1709,4.118,24.093,12,4,128,128,512,512,-0.48,0,0
991,0x06003A11,props,0.1704,1.753,10.287,0,4,32,32,128,128,8.56,0,0
992,0x060037FF,props,0.17,0.683,4.019,1,4,32,32,128,128,3.49,0,0
993,0x060043BB,doors,0.17,3.877,22.811,0,4,256,256,1024,1024,19.15,0,0
994,0x06006C43,props,0.1699,0.961,5.656,0,4,256,128,1024,512,14.62,0,0
995,0x06003D8D,props,0.1696,2.28,13.448,0,4,128,128,512,512,29.3,0,0
996,0x06006C4F,props,0.1695,0.897,5.296,0,4,256,128,1024,512,18.62,0,0
997,0x060069DE,creatures,0.1691,0.529,3.131,0,4,256,256,1024,1024,23.44,0,0
998,0x06006C65,props,0.1691,0.858,5.073,0,4,256,128,1024,512,15.25,0,0
999,0x06003810,props,0.1689,0.578,3.425,9,4,16,32,64,128,,0,0
1000,0x06004790,props,0.1687,0.743,4.403,4,4,128,64,512,256,4.28,0,0
1001,0x06006E27,creatures,0.1681,2.542,15.12,0,4,256,256,1024,1024,3.11,0,0
1002,0x060047F1,props,0.168,0.837,4.982,13,4,128,64,512,256,4.01,0,0
1003,0x060047F7,props,0.168,1.019,6.068,4,4,128,64,512,256,0.89,0,0
1004,0x06005522,creatures,0.1678,0.492,2.93,4,4,64,64,256,256,11.13,0,0
1005,0x0600432A,scenery,0.1677,5.772,34.417,4,4,64,64,256,256,2.29,0,0
1006,0x06003D85,doors,0.1675,0.737,4.403,0,4,128,128,512,512,16.55,0,0
1007,0x06005424,creatures,0.1672,1.445,8.638,4,4,128,128,512,512,3.49,0,0
1008,0x060065F1,scenery,0.1666,2.445,14.67,9,4,256,256,1024,1024,5.58,0,0
1009,0x06006CC2,props,0.1664,1.728,10.384,0,4,256,512,1024,2048,16.17,0,0
1010,0x06003E5C,props,0.1663,3.099,18.64,9,4,32,32,128,128,-1.34,0,0
1011,0x06003FAD,dungeons,0.166,2.642,15.915,0,4,256,256,1024,1024,18.23,0,0
1012,0x060041CC,scenery,0.166,4.278,25.781,4,4,128,128,512,512,2.85,0,0
1013,0x060054DA,props,0.1657,2.506,15.122,8,4,64,128,256,512,-1.1,0,0
1014,0x060052EA,props,0.1655,1.604,9.69,12,4,128,64,512,256,13.31,0,0
1015,0x06006C68,props,0.1651,0.897,5.433,0,4,256,128,1024,512,16.46,0,0
1016,0x06006D5D,props,0.1649,0.861,5.222,0,4,256,128,1024,512,12.0,0,0
1017,0x06003BDB,dungeons,0.1647,2.015,12.236,0,4,64,64,256,256,32.27,0,0
1018,0x06003BCF,props,0.1642,1.397,8.506,8,4,32,32,128,128,18.04,0,0
1019,0x06006CF0,props,0.1641,3.94,24.004,0,4,256,512,1024,2048,12.48,0,0
1020,0x06003A68,creatures,0.1638,4.242,25.893,0,4,128,128,512,512,20.72,0,0
1021,0x06006C5F,props,0.1634,0.825,5.051,0,4,256,128,1024,512,17.43,0,0
1022,0x06003C71,props,0.1629,2.0,12.276,4,4,128,128,512,512,-2.27,0,0
1023,0x06006CE6,props,0.1628,3.591,22.059,0,4,256,512,1024,2048,11.59,0,0
1024,0x06006E25,creatures,0.1626,2.331,14.336,0,4,256,256,1024,1024,1.81,0,0
1025,0x06006CF2,props,0.1622,3.392,20.909,0,4,256,512,1024,2048,13.76,0,0
1026,0x06003C3B,dungeons,0.162,2.704,16.692,0,4,128,128,512,512,27.59,0,0
1027,0x06004F9B,props,0.1616,0.733,4.534,8,4,128,128,512,512,7.5,0,0
1028,0x06003DC7,props,0.1614,3.822,23.675,0,4,64,64,256,256,2.46,0,0
1029,0x06003A64,props,0.1614,4.252,26.353,0,4,32,32,128,128,-6.6,0,0
1030,0x0600678B,props,0.1612,0.421,2.613,8,4,64,64,256,256,-3.59,0,0
1031,0x0600483D,scenery,0.1609,0.478,2.97,4,4,32,32,128,128,7.26,0,0
1032,0x06006C62,props,0.1608,0.823,5.12,0,4,256,128,1024,512,16.81,0,0
1033,0x06006CDD,props,0.1606,2.551,15.879,0,4,256,512,1024,2048,12.16,0,0
1034,0x06005CF3,creatures,0.1604,0.606,3.78,8,4,128,256,512,1024,10.33,0,0
1035,0x06005752,props,0.1601,0.493,3.077,4,4,256,256,1024,1024,-0.78,0,0
1036,0x06005753,props,0.1599,1.384,8.658,8,4,128,128,512,512,1.48,0,0
1037,0x06003EA4,dungeons,0.1598,0.933,5.836,0,4,128,128,512,512,40.8,0,0
1038,0x0600736C,scenery,0.159,2.413,15.177,0,4,256,256,1024,1024,14.79,0,0
1039,0x06004859,dungeons,0.1588,1.508,9.496,0,4,256,256,1024,1024,30.42,0,0
1040,0x06003F53,dungeons,0.1588,2.696,16.98,0,4,256,256,1024,1024,21.31,0,0
1041,0x060064EB,creatures,0.1586,2.066,13.022,9,4,128,128,512,512,3.93,0,0
1042,0x06007502,scenery,0.1584,2.981,18.823,2,2,512,512,1024,1024,0.36,0,0
1043,0x06006C5B,props,0.1579,0.835,5.291,0,4,256,128,1024,512,12.95,0,0
1044,0x06006A08,dungeons,0.1568,1.538,9.809,5,4,512,512,2048,2048,7.8,0,0
1045,0x06006C67,props,0.1568,0.799,5.097,0,4,256,128,1024,512,13.94,0,0
1046,0x06006C4D,props,0.1565,0.858,5.483,0,4,256,128,1024,512,18.76,0,0
1047,0x060046EF,props,0.1563,1.062,6.794,0,4,128,128,512,512,6.86,0,0
1048,0x060037B8,scenery,0.1559,2.579,16.54,0,4,64,128,256,512,-20.67,0,0
1049,0x06006D5F,props,0.1557,0.918,5.894,8,4,256,128,1024,512,11.84,0,0
1050,0x06006CEF,props,0.1552,3.249,20.933,0,4,256,512,1024,2048,10.78,0,0
1051,0x06003900,dungeons,0.1551,2.434,15.7,0,4,128,128,512,512,19.62,0,0
1052,0x060038DE,creatures,0.155,7.003,45.172,8,4,128,64,512,256,-0.41,0,0
1053,0x06005D4C,creatures,0.1546,0.87,5.631,0,4,128,256,512,1024,53.35,0,0
1054,0x06006C53,props,0.1545,0.746,4.825,12,4,256,128,1024,512,13.47,0,0
1055,0x060043E2,props,0.1543,2.643,17.127,4,4,128,128,512,512,-1.6,0,0
1056,0x06006664,creatures,0.1542,0.516,3.345,12,4,256,256,1024,1024,1.75,0,0
1057,0x0600642D,creatures,0.154,0.36,2.34,12,4,512,512,2048,2048,4.31,0,0
1058,0x06003D7E,props,0.154,1.66,10.779,12,4,128,128,512,512,5.29,0,0
1059,0x06003A09,props,0.1538,3.683,23.942,0,4,32,64,128,256,14.66,0,0
1060,0x06006D5B,props,0.1538,0.809,5.263,0,4,256,128,1024,512,13.43,0,0
1061,0x06004186,scenery,0.1532,1.29,8.42,1,4,16,64,64,256,,0,0
1062,0x06006CD0,props,0.1527,2.991,19.592,0,4,256,512,1024,2048,14.02,0,0
1063,0x06006F81,dungeons,0.1524,2.909,19.091,0,4,512,512,2048,2048,19.42,0,0
1064,0x06006F83,dungeons,0.1524,2.909,19.091,0,4,512,512,2048,2048,19.42,0,0
1065,0x06004133,props,0.1524,1.669,10.952,9,4,64,64,256,256,-8.27,0,0
1066,0x06006C61,props,0.1523,0.75,4.921,0,4,256,128,1024,512,14.51,0,0
1067,0x060051A7,doors,0.1523,3.735,24.521,12,4,64,64,256,256,7.06,0,0
1068,0x060037EF,creatures,0.1519,0.493,3.246,8,4,64,32,256,128,-4.72,0,0
1069,0x06003C31,props,0.1517,1.643,10.831,9,4,32,32,128,128,4.48,0,0
1070,0x06006C55,props,0.1517,0.757,4.993,4,4,256,128,1024,512,15.09,0,0
1071,0x060064A1,dungeons,0.1512,0.464,3.067,13,4,128,128,512,512,22.7,0,0
1072,0x0600556E,props,0.151,3.547,23.484,8,4,128,128,512,512,-1.59,0,0
1073,0x06005D12,creatures,0.1507,0.436,2.894,1,4,64,64,256,256,18.24,0,0
1074,0x06003D9B,dungeons,0.1504,1.586,10.545,1,4,128,128,512,512,29.49,0,0
1075,0x06004433,dungeons,0.1503,2.499,16.621,0,4,128,128,512,512,22.6,0,0
1076,0x06006A72,props,0.1502,0.389,2.593,0,4,512,512,2048,2048,3.56,0,0
1077,0x06004036,props,0.1499,3.534,23.576,0,4,128,128,512,512,21.57,0,0
1078,0x06006D59,props,0.1498,0.731,4.877,12,4,256,128,1024,512,14.31,0,0
1079,0x060074EC,props,0.1497,0.28,1.87,12,4,128,128,512,512,-5.37,0,0
1080,0x06006C4A,props,0.1496,0.737,4.926,8,4,256,128,1024,512,15.8,0,0
1081,0x06004806,creatures,0.1489,4.343,29.173,0,4,64,64,256,256,2.3,0,0
1082,0x06003B09,dungeons,0.1489,1.932,12.979,0,4,128,128,512,512,22.17,0,0
1083,0x06003F32,creatures,0.1488,1.155,7.767,1,4,64,64,256,256,50.16,0,0
1084,0x06003CFB,creatures,0.1481,0.766,5.169,12,4,128,128,512,512,0.48,0,0
1085,0x06005E11,props,0.1477,1.04,7.039,0,4,128,128,512,512,51.16,0,0
1086,0x06006C49,props,0.1473,0.793,5.385,0,4,256,128,1024,512,16.36,0,0
1087,0x0600410F,dungeons,0.1466,1.91,13.029,1,4,128,128,512,512,27.22,0,0
1088,0x06003D7D,props,0.1461,1.706,11.676,8,4,64,64,256,256,14.01,0,0
1089,0x06006C50,props,0.1461,0.757,5.186,0,4,256,128,1024,512,18.04,0,0
1090,0x0600416B,dungeons,0.1456,0.432,2.966,4,4,128,256,512,1024,5.1,0,0
1091,0x0600423E,dungeons,0.1454,0.846,5.815,0,4,128,32,512,128,29.58,0,0
1092,0x06003845,scenery,0.1452,0.493,3.393,12,4,128,128,512,512,20.98,0,0
1093,0x06003BCD,scenery,0.1449,2.807,19.369,13,4,64,128,256,512,1.23,0,0
1094,0x060050A9,props,0.1448,2.131,14.72,4,4,128,128,512,512,9.21,0,0
1095,0x06005514,creatures,0.1446,2.277,15.743,4,4,128,128,512,512,-13.7,0,0
1096,0x0600385B,scenery,0.1445,1.791,12.395,12,4,64,128,256,512,-0.16,0,0
1097,0x06006844,dungeons,0.1444,1.607,11.128,1,4,512,512,2048,2048,0.05,0,0
1098,0x0600704E,creatures,0.1443,1.257,8.711,0,4,512,512,2048,2048,12.67,0,0
1099,0x06005291,creatures,0.1443,1.576,10.921,0,4,128,128,512,512,4.93,0,0
1100,0x06006C59,props,0.1441,0.734,5.095,0,4,256,128,1024,512,13.36,0,0
1101,0x06007471,props,0.1435,0.302,2.103,0,4,256,256,1024,1024,5.28,0,0
1102,0x060040BC,dungeons,0.1432,2.066,14.425,1,4,128,128,512,512,21.88,0,0
1103,0x06006D5C,props,0.1431,0.772,5.394,0,4,256,128,1024,512,12.91,0,0
1104,0x06006431,creatures,0.143,0.399,2.787,12,4,512,512,2048,2048,8.84,0,0
1105,0x060065F2,creatures,0.1426,1.638,11.488,9,4,256,256,1024,1024,1.84,0,0
1106,0x06005E13,props,0.1425,1.482,10.403,0,4,128,128,512,512,57.96,0,0
1107,0x06006C41,props,0.1423,0.742,5.21,0,4,256,128,1024,512,14.14,0,0
1108,0x060038AA,doors,0.1422,3.511,24.697,4,4,64,64,256,256,2.6,0,0
1109,0x06006C57,props,0.1416,0.703,4.967,0,4,256,128,1024,512,11.07,0,0
1110,0x06006C56,props,0.1414,0.698,4.936,0,4,256,128,1024,512,18.17,0,0
1111,0x06003BD3,dungeons,0.1413,0.783,5.542,3,4,128,128,512,512,36.68,0,0
1112,0x060043B7,dungeons,0.1413,2.029,14.361,0,4,256,256,1024,1024,1.27,0,0
1113,0x06003E36,props,0.1412,4.215,29.848,4,4,128,64,512,256,2.07,0,0
1114,0x0600558B,props,0.1411,5.242,37.151,0,4,128,128,512,512,6.09,0,0
1115,0x06003EF7,props,0.1408,0.292,2.07,0,4,64,64,256,256,12.82,0,0
1116,0x0600429F,dungeons,0.1401,0.309,2.208,0,4,128,128,512,512,23.93,0,0
1117,0x06005337,scenery,0.1401,1.257,8.975,8,4,128,256,512,1024,15.02,0,0
1118,0x06006C46,props,0.1397,0.763,5.465,0,4,256,128,1024,512,14.32,0,0
1119,0x06006C5A,props,0.1396,0.739,5.293,0,4,256,128,1024,512,14.45,0,0
1120,0x06005525,creatures,0.1395,0.581,4.167,8,4,128,128,512,512,4.17,0,0
1121,0x060047BE,props,0.1394,0.6,4.303,4,4,128,64,512,256,2.45,0,0
1122,0x06006C5E,props,0.1393,0.722,5.186,12,4,256,128,1024,512,13.66,0,0
1123,0x06003A9E,props,0.1393,0.728,5.224,0,4,64,64,256,256,38.85,0,0
1124,0x060050AB,props,0.1389,1.927,13.875,4,4,128,128,512,512,6.32,0,0
1125,0x06005D91,props,0.1388,1.401,10.093,1,4,128,256,512,1024,36.03,0,0
1126,0x0600668A,creatures,0.1388,0.5,3.603,0,4,128,128,512,512,85.36,0,0
1127,0x06006CC6,props,0.1386,2.599,18.756,1,4,256,512,1024,2048,11.41,0,0
1128,0x06004798,dungeons,0.1375,1.168,8.494,0,4,64,64,256,256,29.0,0,0
1129,0x060037B3,scenery,0.1371,3.955,28.849,12,4,64,64,256,256,0.69,0,0
1130,0x06006C54,props,0.137,0.665,4.853,1,4,256,128,1024,512,14.55,0,0
1131,0x06006C63,props,0.1366,0.696,5.091,0,4,256,128,1024,512,13.91,0,0
1132,0x060037C9,scenery,0.1364,4.979,36.507,4,4,128,128,512,512,4.47,0,0
1133,0x06006E23,creatures,0.1364,1.801,13.209,12,4,256,256,1024,1024,3.46,0,0
1134,0x06005635,doors,0.1364,2.855,20.938,4,4,128,128,512,512,-2.08,0,0
1135,0x06006C4E,props,0.1363,0.752,5.517,0,4,256,128,1024,512,15.77,0,0
1136,0x0600490F,dungeons,0.1361,1.335,9.814,4,4,256,128,1024,512,-1.63,0,0
1137,0x06003E34,creatures,0.1351,3.791,28.063,8,4,128,128,512,512,0.47,0,0
1138,0x0600401A,scenery,0.1348,4.258,31.578,8,4,16,64,64,256,,0,0
1139,0x06004083,dungeons,0.1342,1.719,12.806,1,4,128,256,512,1024,26.49,0,0
1140,0x060048D8,creatures,0.1338,1.286,9.61,0,4,128,128,512,512,3.63,0,0
1141,0x06005A37,props,0.1333,2.985,22.387,0,4,128,128,512,512,28.5,0,0
1142,0x06005512,creatures,0.1332,2.198,16.502,12,4,128,128,512,512,-8.5,0,0
1143,0x0600429E,dungeons,0.133,0.752,5.656,8,4,128,128,512,512,-0.47,0,0
1144,0x0600392B,scenery,0.1327,2.141,16.14,4,4,64,64,256,256,-4.2,0,0
1145,0x060043EB,scenery,0.1324,2.566,19.372,8,4,128,128,512,512,1.1,0,0
1146,0x06006C4B,props,0.1323,0.68,5.139,0,4,256,128,1024,512,18.69,0,0
1147,0x06006992,scenery,0.1313,1.174,8.937,0,2,256,512,512,1024,14.66,0,0
1148,0x06006787,scenery,0.1312,0.124,0.945,12,4,128,128,512,512,12.37,0,0
1149,0x060046E8,props,0.131,0.999,7.629,13,4,64,64,256,256,1.22,0,0
1150,0x06006811,dungeons,0.1309,1.136,8.677,0,4,512,512,2048,2048,3.51,0,0
1151,0x0600736D,scenery,0.1309,2.578,19.691,0,4,256,256,1024,1024,14.4,0,0
1152,0x06006D63,props,0.1297,0.648,4.994,12,4,256,128,1024,512,13.11,0,0
1153,0x06006842,dungeons,0.129,0.827,6.41,12,4,512,256,2048,1024,4.27,0,0
1154,0x0600477A,props,0.129,0.598,4.635,4,4,128,64,512,256,6.62,0,0
1155,0x06006A07,doors,0.1288,0.314,2.436,1,4,512,512,2048,2048,19.42,0,0
1156,0x06006C66,props,0.1286,0.684,5.319,0,4,256,128,1024,512,13.34,0,0
1157,0x06006C4C,props,0.1285,0.64,4.98,8,4,256,128,1024,512,16.75,0,0
1158,0x06006C6A,props,0.1284,0.685,5.337,0,4,256,128,1024,512,17.52,0,0
1159,0x06006C58,props,0.1279,0.668,5.22,0,4,256,128,1024,512,16.55,0,0
1160,0x06005D0D,creatures,0.1278,0.44,3.443,1,4,64,64,256,256,14.36,0,0
1161,0x06006C69,props,0.1278,0.649,5.078,0,4,256,128,1024,512,16.15,0,0
1162,0x060037C7,scenery,0.1274,5.134,40.309,12,4,128,128,512,512,1.02,0,0
1163,0x060047EA,props,0.1272,0.639,5.025,4,4,128,64,512,256,-4.38,0,0
1164,0x06006A53,doors,0.1269,0.434,3.417,5,4,512,512,2048,2048,12.93,0,0
1165,0x0600579A,props,0.1266,2.571,20.309,8,4,128,128,512,512,-1.76,0,0
1166,0x06004772,creatures,0.1256,1.295,10.311,5,4,128,128,512,512,6.96,0,0
1167,0x06005527,creatures,0.1252,0.348,2.781,4,4,128,128,512,512,7.75,0,0
1168,0x06004FF7,props,0.1246,0.987,7.923,0,4,128,128,512,512,25.48,0,0
1169,0x06006BB4,creatures,0.1245,1.944,15.616,0,4,512,512,2048,2048,1.29,0,0
1170,0x0600408E,scenery,0.1243,0.42,3.378,4,4,128,128,512,512,65.45,0,0
1171,0x06006CD6,props,0.1242,2.983,24.03,0,4,256,512,1024,2048,12.69,0,0
1172,0x06004804,props,0.1241,2.734,22.035,0,4,64,64,256,256,3.07,0,0
1173,0x06006CC0,props,0.1239,3.345,26.991,0,4,256,512,1024,2048,9.91,0,0
1174,0x06006CE9,props,0.1238,2.716,21.933,0,4,256,512,1024,2048,10.18,0,0
1175,0x06003800,props,0.1237,0.465,3.756,1,4,32,32,128,128,2.39,0,0
1176,0x0600422F,dungeons,0.1236,1.415,11.45,4,4,128,128,512,512,1.41,0,0
1177,0x0600662B,scenery,0.1235,0.357,2.888,8,4,256,256,1024,1024,-1.89,0,0
1178,0x06006D5E,props,0.1232,0.629,5.103,0,4,256,128,1024,512,18.35,0,0
1179,0x06004320,scenery,0.123,3.49,28.361,8,4,128,128,512,512,0.92,0,0
1180,0x06006F7E,dungeons,0.1229,2.008,16.344,0,4,512,256,2048,1024,24.75,0,0
1181,0x06005792,props,0.1227,2.996,24.422,8,4,128,128,512,512,0.44,0,0
1182,0x06003ADF,scenery,0.1226,2.663,21.729,12,4,64,64,256,256,-12.46,0,0
1183,0x06006CE1,props,0.1222,2.809,22.978,0,4,256,512,1024,2048,9.92,0,0
1184,0x06005796,props,0.1221,3.046,24.945,8,4,128,128,512,512,0.18,0,0
1185,0x06006C47,props,0.1217,0.648,5.328,0,4,256,128,1024,512,17.78,0,0
1186,0x06003B69,creatures,0.1216,2.691,22.133,12,4,128,128,512,512,3.39,0,0
1187,0x06006D67,props,0.1215,0.665,5.476,1,4,256,128,1024,512,12.25,0,0
1188,0x0600424E,dungeons,0.1208,1.104,9.137,4,4,128,128,512,512,2.53,0,0
1189,0x0600578C,props,0.1208,3.0,24.839,0,4,128,128,512,512,-1.49,0,0
1190,0x0600504A,props,0.1204,1.5,12.458,0,4,32,32,128,128,49.78,0,0
1191,0x06003E2E,creatures,0.1202,3.368,28.009,12,4,32,128,128,512,-0.22,0,0
